Epoch	SuccessRate	AverageLossPi	AverageLossQ	TotalEnvInteracts
191	0.5	11.285818	0.98654824	7640000
192	0.7374999523162842	11.300914	1.0196085	7680000
193	0.7749999761581421	11.304931	0.9759832	7720000
194	0.6000000238418579	11.317066	0.97830003	7760000
195	0.6875	11.338326	1.0006721	7800000
196	0.7125000357627869	11.303305	1.0426872	7840000
197	0.7250000238418579	11.326426	1.0218579	7880000
198	0.7749999761581421	11.377995	1.0747951	7920000
199	0.7374999523162842	11.407911	1.0735767	7960000
200	0.6499999761581421	11.449823	1.0096719	8000000
201	0.7250000238418579	11.531607	1.0773393	8040000
202	0.7875000238418579	11.52039	1.0415546	8080000
203	0.6749999523162842	11.578848	1.0781459	8120000
204	0.800000011920929	11.611634	1.0835866	8160000
205	0.5625	11.706285	1.10444	8200000
206	0.737500011920929	11.719208	1.1144111	8240000
207	0.6624999642372131	11.746535	1.101687	8280000
208	0.824999988079071	11.778279	1.0964475	8320000
209	0.612500011920929	11.79667	1.1243477	8360000
210	0.7625000476837158	11.842898	1.1318	8400000
211	0.737500011920929	11.8547125	1.1357073	8440000
212	0.675000011920929	11.874309	1.1229581	8480000
213	0.7875000238418579	12.017824	1.121607	8520000
214	0.7124999761581421	12.020584	1.1101118	8560000
215	0.7749999761581421	12.063355	1.1338981	8600000
216	0.762499988079071	12.115537	1.1486057	8640000
217	0.6749999523162842	12.154542	1.1234468	8680000
218	0.7374999523162842	12.169459	1.1478945	8720000
219	0.699999988079071	12.192176	1.1473584	8760000
220	0.7250000238418579	12.033475	1.126552	8800000
221	0.7124999761581421	11.825261	1.1770281	8840000
222	0.7000000476837158	11.621286	1.1354454	8880000
223	0.7875000238418579	11.462022	1.1644065	8920000
224	0.800000011920929	11.44011	1.1322569	8960000
225	0.7875000238418579	11.349151	1.1325364	9000000
226	0.7000000476837158	11.294251	1.0972533	9040000
227	0.75	11.232096	1.1385686	9080000
228	0.625	11.185691	1.1321374	9120000
229	0.5625	11.155834	1.1305813	9160000
230	0.675000011920929	11.135109	1.1650801	9200000
231	0.75	11.025834	1.107855	9240000
232	0.6875	10.982279	1.0588291	9280000
233	0.6749999523162842	10.852979	1.0763402	9320000
234	0.625	10.741705	1.0718125	9360000
235	0.6749999523162842	10.607377	1.044415	9400000
236	0.6625000238418579	10.4866905	0.99586934	9440000
237	0.48750001192092896	10.358115	1.0666295	9480000
238	0.637499988079071	10.2528715	1.0659475	9520000
239	0.5125000476837158	10.213858	1.0011048	9560000
240	0.637499988079071	10.21707	1.0101457	9600000
241	0.637499988079071	10.21847	1.0099024	9640000
242	0.5125000476837158	10.300365	1.0444366	9680000
243	0.6875	10.375115	0.99338686	9720000
244	0.675000011920929	10.4586735	1.0157357	9760000
245	0.8125	10.604936	1.0017426	9800000
246	0.637499988079071	10.743129	1.0057766	9840000
247	0.6124999523162842	10.90553	1.0174235	9880000
248	0.7250000238418579	11.100216	1.0372608	9920000
249	0.7625000476837158	11.267903	1.0396831	9960000
250	0.7124999761581421	11.437513	1.0790296	10000000
251	0.8500000238418579	11.56273	1.1300755	10040000
252	0.6875	11.701838	1.0881836	10080000
253	0.7250000238418579	11.862873	1.1210898	10120000
254	0.7750000357627869	11.977429	1.0959065	10160000
255	0.7124999761581421	11.989115	1.1118267	10200000
256	0.625	12.124142	1.1258144	10240000
257	0.7749999761581421	12.193994	1.1029125	10280000
258	0.7749999761581421	12.267334	1.1256355	10320000
259	0.7750000357627869	12.326791	1.1621127	10360000
260	0.75	12.382104	1.1358904	10400000
261	0.7875000238418579	12.460867	1.15287	10440000
262	0.7875000238418579	12.550428	1.1167381	10480000
263	0.6875	12.5458555	1.1548694	10520000
264	0.7124999761581421	12.54448	1.1518317	10560000
265	0.7124999761581421	12.526493	1.1496038	10600000
266	0.7749999761581421	12.52627	1.1067393	10640000
267	0.762499988079071	12.519913	1.1430138	10680000
268	0.75	12.513277	1.0812241	10720000
269	0.6500000357627869	12.513506	1.0694752	10760000
270	0.625	12.514816	1.0749748	10800000
271	0.625	12.523514	0.99543977	10840000
272	0.699999988079071	12.472023	0.98432606	10880000
273	0.8000000715255737	12.410903	1.0143301	10920000
274	0.7999999523162842	12.3296995	1.0346992	10960000
275	0.8125	12.191694	1.0083094	11000000
276	0.699999988079071	12.002682	0.9887896	11040000
277	0.7124999761581421	11.798092	0.9576762	11080000
278	0.625	11.492414	0.96197003	11120000
279	0.5750000476837158	11.251057	0.9518336	11160000
280	0.6375000476837158	11.013495	0.9381801	11200000
281	0.5874999761581421	10.899166	0.9318059	11240000
282	0.5	10.782511	0.90294766	11280000
283	0.5	10.74165	0.8663759	11320000
284	0.6499999761581421	10.616656	0.8773453	11360000
285	0.6499999761581421	10.621401	0.88102895	11400000
286	0.7249999642372131	10.546897	0.9052411	11440000
287	0.6499999761581421	10.568933	0.855368	11480000
288	0.625	10.537003	0.8432196	11520000
289	0.737500011920929	10.527359	0.8940148	11560000
290	0.6375000476837158	10.462262	0.9367861	11600000
291	0.550000011920929	10.4554205	0.95145404	11640000
292	0.48750001192092896	10.540779	0.9746415	11680000
293	0.5	10.537117	0.9754568	11720000
294	0.45000001788139343	10.555257	0.9547476	11760000
295	0.5375000238418579	10.599244	0.9299037	11800000
296	0.48749998211860657	10.61923	0.9892089	11840000
297	0.4749999940395355	10.685059	0.99988776	11880000
298	0.512499988079071	10.643137	1.0267956	11920000
299	0.3999999761581421	10.725779	0.966696	11960000
300	0.4750000238418579	10.815953	0.97945285	12000000
